"#","","Zip Code","Stat","Tower Name","Address","Unit Number","Current Price","Approx Liv Area","Beds Total","Baths Total","Actual Close Date","Total Monthly CIC","DOM","Sold Term","List Agent Full Name","List Agent ID","Selling Agent Full Name","Selling/Showing Agent ID"
"501","2604669","89169","A-ER","MARIE ANTOINETTE","205 East Harmon AVE","409","$390,000","1,296","2","2","","$711.00","146","","Shelly Tavison","232552","",""
"501","2634718","89169","A-ER","MARIE ANTOINETTE","205 East Harmon AVE","908","$500,000","1,296","2","2","","$712.00","32","","Elvira Mata","091851","",""
"501","2621759","89169","A-ER","MARIE ANTOINETTE","205 East Harmon AVE","912","$448,000","1,296","2","2","","$711.00","76","","Cynthia L. Glickman","201484","",""
"501","2631834","89158","A-ER","VDARA HOTEL AND SPA","2600 West Harmon AVE","24010","$860,000","606","0","1","","$863.00","45","","Xander Shaw","235392","",""
"501","2583403","89158","A-ER","VDARA HOTEL AND SPA","2600 West Harmon AVE","45030","$1,077,888","628","0","1","","$763.00","223","","Misako Natsume","241513","",""
"501","2613605","89158","A-ER","VDARA HOTEL AND SPA","2600 West Harmon AVE","7003","$749,990","567","0","1","","$1,506.00","113","","Mariel Pamintuan-Esguerra","240421","",""
"501","2622824","89101","A-ER","NEWPORT LOFTS","200 Hoover AVE","1008","$359,000","1,072","1","1","","$599.00","81","","Tori Turpin","250486","",""
"501","2633500","89101","A-ER","NEWPORT LOFTS","200 Hoover AVE","1403","$668,000","1,613","1","2","","$730.00","37","","Helen V. Michel","216798","",""
"501","2618790","89101","A-ER","NEWPORT LOFTS","200 Hoover AVE","1502","$365,000","911","1","1","","$599.00","96","","Craig Tann","211668","",""
"501","2625207","89101","A-ER","NEWPORT LOFTS","200 Hoover AVE","812","$358,000","1,065","0","1","","$570.00","71","","Youssef Salameh","247899","",""
"501","2605595","89101","A-ER","NEWPORT LOFTS","200 Hoover AVE","909","$559,999","1,645","0","2","","$730.00","112","","Marissa Anderson","231992","",""
"501","2633380","89169","A-ER","PARK TOWERS","1 Hughes Center DR","305","$1,120,000","2,251","2","3","","$3,424.00","39","","Bradley B. Sketchley","247247","",""
"501","2558126","89169","A-ER","PARK TOWERS","1 Hughes Center DR","308","$1,988,000","2,913","2","4","","$3,708.00","322","","Jerry Masini","003897","",""
"501","2592003","89169","A-ER","PARK TOWERS","1 Hughes Center DR","403","$1,100,000","2,126","2","3","","$3,165.00","192","","A William Zinsser","099885","",""
"501","2572542","89169","A-ER","PARK TOWERS","1 Hughes Center DR","903","$4,250,000","4,903","4","5","","$4,921.00","265","","Ivan G. Sher","096090","",""
"501","2616313","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","1005","$369,888","814","1","1","","$630.00","102","","Jim R. Brooks","203473","",""
"501","2538717","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","1007","$785,000","1,657","2","2","","$983.00","413","","Michael G. Lewis","208672","",""
"501","2640208","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","1804","$395,000","814","1","2","","$639.00","11","","Jay F. Lean","227951","",""
"501","2631013","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","1904","$412,000","814","1","2","","$629.00","47","","Anthony J. Knight","224997","",""
"501","2575703","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","1908","$799,999","1,657","2","2","","$945.00","246","","Lee Benjamin Packer","230324","",""
"501","2578699","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","2308","$829,900","1,657","2","2","","$1,039.00","241","","Gina Chen","227669","",""
"501","2591238","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","2601","$620,000","1,405","2","2","","$826.00","195","","Michelle L. Manley","224836","",""
"501","2633268","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","2708","$789,000","1,657","2","2","","$944.00","39","","Michelle L. Manley","224836","",""
"501","2624901","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","3008","$840,000","1,657","2","2","","$1,033.00","68","","Richard A. Woods","256102","",""
"501","2622178","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","305","$477,000","814","1","2","","$396.00","60","","Michele Sullivan","096672","",""
"501","2618026","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","3305","$1,075,000","1,646","2","3","","$1,063.00","98","","Gina Chen","227669","",""
"501","2632762","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","3307","$919,000","1,657","2","2","","$1,069.00","39","","Rachael Tharp","242165","",""
"501","2633267","89109","A-ER","TURNBERRY TOWERS","222 KAREN AVE","3601","$695,000","1,399","2","2","","$803.00","39","","Michelle L. Manley","224836","",""
"501","2633260","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","3904","$1,050,000","1,646","3","3","","$1,065.00","37","","Matthew Snyder","240603","",""
"501","2641628","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","3907","$915,000","1,657","2","2","","$1,079.00","1","","Gina Chen","227669","",""
"501","2632349","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","708","$760,000","1,657","2","2","","$798.00","42","","John W. Richardson Jr","238785","",""
"501","2632669","89109","A-ER","TURNBERRY TOWERS","222 Karen AVE","808","$699,000","1,657","2","2","","$1,070.00","39","","Yvonne D. Angarola","202329","",""
"501","2641472","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","1207","$739,000","1,657","2","2","","$950.00","3","","David T. Lee","210350","",""
"501","2606492","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","1902","$599,999","1,405","2","2","","$854.00","140","","Tamra J. Trainer","006514","",""
"501","2636098","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","2003","$405,000","814","1","2","","$573.00","23","","Jay F. Lean","227951","",""
"501","2626938","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","205","$355,000","814","1","2","","$592.00","65","","Tamra J. Trainer","006514","",""
"501","2634378","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","206","$355,000","814","1","2","","$571.00","34","","Christy Heil","232858","",""
"501","2631048","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","2804","$439,900","814","1","2","","$592.00","48","","Tamra J. Trainer","006514","",""
"501","2634272","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","2807","$838,000","1,657","2","2","","$1,065.00","33","","Gina Chen","227669","",""
"501","2628717","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","3407","$925,000","1,657","2","2","","$950.00","56","","Iryna Sysenko","224956","",""
"501","2640296","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","3707","$975,000","1,657","2","2","","$920.00","9","","Juliana L. McCormick","095747","",""
"501","2613021","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","3804/3808","$1,800,000","3,303","4","5","","$1,903.00","101","","Adrienne Terry","238103","",""
"501","2627163","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","3907","$900,000","1,657","2","2","","$1,065.00","64","","Gina Chen","227669","",""
"501","2591726","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","4002","$749,999","1,399","2","2","","$814.00","194","","Truman T. Fleming","230235","",""
"501","2583460","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","401","$588,000","1,405","2","2","","$810.00","224","","Kristine M. Murray","236821","",""
"501","2587935","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","408","$675,000","1,657","2","2","","$964.00","209","","Tamra J. Trainer","006514","",""
"501","2623322","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","4207","$975,000","1,657","2","2","","$950.00","78","","Jessica L. Kelsey","235827","",""
"501","2639217","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","505","$355,000","814","2","2","","$215.00","1","","Michelle Bush","220001","",""
"501","2605024","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","703","$379,900","814","1","2","","$570.00","132","","Amber Anderson","233748","",""
"501","2636462","89109","A-ER","TURNBERRY TOWERS","322 Karen AVE","903","$375,000","814","1","2","","$580.00","22","","Tamra J. Trainer","006514","",""
"501","2621235","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","1014","$389,990","1,147","2","2","","$726.00","82","","Alisha Johnson","098172","",""
"501","2635612","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","1104","$321,000","963","1","2","","$539.00","28","","Philip Andrew Roy","200448","",""
"501","2633192","89101","A-ER","THE OGDEN","150 North LAS VEGAS BLVD","1217","$625,000","1,847","3","3","","$1,020.00","39","","Michelle L. Manley","224836","",""
"501","2532400","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","1601","$309,000","859","1","2","","$367.00","447","","Cynthia Sauerland","234223","",""
"501","2628890","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","1607","$719,900","2,044","3","3","","$1,123.00","56","","Heidi L. Williams","229220","",""
"501","2626128","89101","A-ER","THE OGDEN","150 North Las Vegas BLVD","1807","$710,000","2,044","3","2","","$1,124.00","56","","Michelle L. Manley","224836","",""
"501","2641488","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","2003","$434,000","1,333","2","2","","$635.00","6","","Heidi L. Williams","229220","",""
"501","2602085","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","2204","$333,000","963","1","2","","$539.00","155","","Alda Lanzone","244864","",""
"501","2639006","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","2211","$450,000","1,180","2","2","","$755.00","15","","Ronald Monk Boyer","012029","",""
"501","2633184","89101","A-ER","THE OGDEN","150 North Las Vegas BLVD","2302","$479,000","1,333","2","2","","$729.00","39","","Michelle L. Manley","224836","",""
"501","2466500","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","2304","$699,900","1,847","3","3","","$937.00","706","","Rondine L Volpert","224951","",""
"501","2622500","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","2512","$639,990","1,706","3","3","","$940.00","82","","Chrisada Suwannetr","245370","",""
"501","2591231","89101","A-ER","THE OGDEN","150 North LAS VEGAS BLVD","804","$490,000","1,847","3","3","","$1,040.00","195","","Michelle L. Manley","224836","",""
"501","2639020","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","814","$600,000","1,698","2","2","","$1,132.00","15","","Justin A. Jahangiri","244744","",""
"501","2590747","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","818","$379,000","1,333","2","2","","$808.00","196","","Tzahi Arbeli","236748","",""
"501","2609705","89101","A-ER","THE OGDEN","150 Las Vegas BLVD","912","$439,500","1,246","2","2","","$661.00","129","","Jessica Prestwich","239695","",""
"501","2624325","89101","A-ER","SOHO LOFTS","900 Las Vegas BLVD","1014","$440,000","1,277","1","2","","$650.00","75","","Cynthia Klein","255330","",""
"501","2634387","89101","A-ER","SOHO LOFTS","900 Las Vegas BLVD","1415","$540,000","1,590","1","2","","$672.00","34","","Grant R. Garcia","202542","",""
"501","2569337","89101","A-ER","SOHO LOFTS","900 Las Vegas BLVD","1507","$2,799,900","4,344","3","5","","$985.00","274","","Heidi L. Williams","229220","",""
"501","2633833","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","1707","$549,900","1,100","2","2","","$760.00","35","","Jill Amsel","209737","",""
"501","2639559","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","2004","$496,000","1,100","2","2","","$825.00","10","","Diana Trindade","256492","",""
"501","2631159","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","2303","$885,000","1,467","2","3","","$1,012.00","48","","Darin Marques","225483","",""
"501","2622699","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","2702","$1,280,000","1,781","3","4","","$1,228.00","82","","Gina Chen","227669","",""
"501","2628770","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","2902","$899,000","1,781","3","4","","$1,235.00","57","","Brian D. Petruzzelli","228132","",""
"501","2615662","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","3705","$1,249,999","1,533","2","2","","$1,058.00","104","","Camila Lincowski","240562","",""
"501","2626094","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","3708","$1,380,000","1,766","2","3","","$1,219.00","66","","David Ting","205168","",""
"501","2619527","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","3902","$3,999,888","1,738","2","3","","$937.00","88","","Richard J. Brenkus","002498","",""
"501","2585580","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","4002","$4,700,000","1,738","2","3","","$1,285.00","216","","Kari M. Williams","239841","",""
"501","2566810","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","4003","$1,489,999","1,467","2","3","","$931.00","284","","Makea S. Macaluso","220153","",""
"501","2605559","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","4203","$2,124,999","2,996","3","4","","$1,739.00","144","","Kelly Lemon","236989","",""
"501","2635184","89109","A-ER","SKY LAS VEGAS","2700 Las Vegas BLVD","610","$614,000","1,248","2","2","","$861.00","29","","Steve P. Hawks","092761","",""
"1001","2477191","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1010","$450,000","558","0","1","","$536.00","666","","Mahsheed Parsons","218592","",""
"1001","2624541","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1101","$524,000","784","1","1","","$918.00","75","","Charles C. Profeta","228961","",""
"1001","2617882","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1204","$640,000","841","1","1","","$995.00","89","","Alex Ramirez","231621","",""
"1001","2621924","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1205","$698,000","841","1","1","","$995.00","84","","Karen Tam","095014","",""
"1001","2522214","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1501","$525,000","736","1","1","","$805.00","488","","Brian D. Petruzzelli","228132","",""
"1001","2623074","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1503","$698,000","778","1","1","","$840.00","79","","Dylan Acosta","235252","",""
"1001","2599496","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1701","$494,000","706","1","1","","$853.00","138","","Windy Goss","215106","",""
"1001","2621511","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","1712","$749,900","945","1","1","","$1,050.00","84","","Dylan Acosta","235252","",""
"1001","2630064","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","2101","$538,888","754","1","1","","$667.00","51","","Misako Natsume","241513","",""
"1001","2598330","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","2309","$525,000","783","1","1","","$843.00","168","","Dylan Acosta","235252","",""
"1001","2609200","89158","A-ER","VEER CITYCENTER","3722 South Las Vegas BLVD","2310","$519,900","843","1","1","","$995.00","131","","John Sullivan","235263","",""
"1001","2630780","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","2509","$510,000","782","1","1","","$914.00","49","","John J. Faulis Jr","228691","",""
"1001","2622195","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","2512","$1,299,000","1,334","2","2","","$1,370.00","64","","Dylan Acosta","235252","",""
"1001","2613483","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","3209","$598,888","716","1","1","","$1,584.00","112","","Jonathan C. Long","217979","",""
"1001","2636221","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","3408","$675,000","838","1","1","","$704.00","22","","Ramon C. Wu","220218","",""
"1001","2609941","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","3601","$3,999,999","2,511","2","3","","$2,342.00","127","","Jared A. English","204602","",""
"1001","2526949","89158","A-ER","VEER CITYCENTER","3722 Las Vegas BLVD","511","$950,000","1,569","2","2","","$1,437.00","455","","Randall J. Char","228885","",""
"1001","2617498","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","1204","$526,000","841","1","1","","$885.00","97","","Gavin McDoniel","234161","",""
"1001","2636576","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","1601","$835,000","685","1","1","","$836.00","20","","Dylan Acosta","235252","",""
"1001","2602331","89158","A-ER","VEER CITYCENTER","3726 South Las Vegas BLVD","1809","$385,000","577","0","1","","$734.00","156","","Jamie X. Ndreaj","243978","",""
"1001","2630785","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","1902","$750,000","858","1","1","","$1,096.00","42","","Jessica Bellai","239316","",""
"1001","2629847","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","2202","$1,495,000","1,474","2","2","","$1,495.00","52","","Dane T. Krone","250407","",""
"1001","2605733","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","2305","$495,000","562","0","1","","$734.00","138","","Lee Benjamin Packer","230324","",""
"1001","2589875","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","2511","$355,000","542","0","1","","$717.00","202","","Joseph Andron","234468","",""
"1001","2617496","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","2604","$1,050,000","1,330","2","2","","$1,255.00","93","","Gavin McDoniel","234161","",""
"1001","2626240","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","2605","$730,000","934","1","1","","$1,041.00","68","","Brian D. Petruzzelli","228132","",""
"1001","2594249","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","3004","$1,399,000","1,454","2","2","","$1,350.00","186","","Frank Napoli II","096832","",""
"1001","2617700","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","309","$334,000","558","0","1","","$819.00","99","","Brian D. Petruzzelli","228132","",""
"1001","2594695","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","3207","$570,000","838","1","1","","$961.00","182","","Brian D. Petruzzelli","228132","",""
"1001","2624677","89158","A-ER","VEER CITYCENTER","3726 South Las Vegas BLVD","3305","$799,000","1,089","1","1","","$1,074.00","69","","Marissa Anderson","231992","",""
"1001","2606694","89158","A-ER","VEER CITYCENTER","3726 Las Vegas BLVD","609","$339,888","558","0","1","","$536.00","122","","Isaac F. Moore","217390","",""
"1001","2635752","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","2406","$5,300,000","2,910","2","3","","$3,671.00","13","","Frank Napoli II","096832","",""
"1001","2639606","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","2608","$3,695,000","2,910","2","3","","$3,331.00","13","","Frank Napoli II","096832","",""
"1001","2579055","89158","A-ER","WALDORF ASTORIA","3750 South Las Vegas BLVD","2610","$1,160,000","1,105","1","2","","$1,600.00","141","","Rahel Ketsela","230340","",""
"1001","2630242","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","2809","$2,890,000","2,094","2","3","","$2,836.00","51","","Julia A. Grambo","229240","",""
"1001","2629868","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","3008","$3,695,000","2,910","2","3","","$3,671.00","53","","Frank Napoli II","096832","",""
"1001","2621497","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","3303","$2,695,000","1,652","1","2","","$2,383.00","85","","Frank Napoli II","096832","",""
"1001","2631803","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","3310","$1,299,000","1,105","1","2","","$1,800.00","35","","Rahel Ketsela","230340","",""
"1001","2631982","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","3603","$2,595,000","1,652","1","2","","$2,257.00","44","","Julia A. Grambo","229240","",""
"1001","2640945","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","3604","$3,590,000","2,563","2","3","","$3,141.00","6","","Michael J. Bell","224763","",""
"1001","2596050","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","3911","$1,299,900","1,106","1","2","","$1,823.00","177","","Heidi L. Williams","229220","",""
"1001","2626079","89158","A-ER","WALDORF ASTORIA","3750 Las Vegas BLVD","4303","$10,500,000","3,980","3","4","","$4,767.00","67","","Shirley Schwartz","255626","",""
"1001","2636176","89158","A-ER","WALDORF ASTORIA","3750 South Las Vegas BLVD","4507","$3,550,000","2,167","1","3","","$2,910.00","22","","Peter V. Georgiev","222627","",""
"1001","2632605","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","1010","$500,000","1,638","2","3","","$1,072.00","38","","Melanie A. VanBurch","010327","",""
"1001","2609184","89123","A-ER","ONE LAS VEGAS","8255 South Las Vegas BLVD","1015","$369,000","1,368","2","2","","$840.00","129","","Emily Zens","211065","",""
"1001","2609882","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","109","$289,000","863","1","1","","$603.00","127","","Robyn Dona Vent","230478","",""
"1001","2627870","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","121","$350,000","1,377","2","2","","$894.00","60","","Tzahi Arbeli","236748","",""
"1001","2632794","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","1401","$535,000","1,573","2","3","","$1,000.00","40","","Julia Salomon","230165","",""
"1001","2599968","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","1514","$295,000","863","1","1","","$603.00","160","","Paul Rich","231679","",""
"1001","2591491","89123","A-ER","ONE LAS VEGAS","8255 South LAS VEGAS BLVD","1521","$484,900","1,524","2","3","","$1,014.00","193","","Traci Martin","235271","",""
"1001","2618450","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","1615","$367,000","1,368","2","2","","$913.00","71","","Christopher Hollsten","240973","",""
"1001","2617416","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","1819","$695,000","2,108","3","4","","$1,399.00","101","","Brandon Pereyda","242682","",""
"1001","2634107","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","2002","$659,900","1,524","2","3","","$1,708.00","35","","Michael McGrath","209702","",""
"1001","2577826","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","2004","$695,000","2,108","3","4","","$1,529.00","217","","Lauren Stark","093339","",""
"1001","2626540","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","201","$419,900","1,573","2","3","","$1,043.00","56","","Anthony Travaglia","251360","",""
"1001","2639050","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","319","$285,000","836","1","1","","$603.00","15","","Shana L. Reese","232184","",""
"1001","2609981","89123","A-ER","ONE LAS VEGAS","8255 South Las Vegas BLVD","405","$359,900","1,338","2","2","","$846.00","113","","Emily Zens","211065","",""
"1001","2627233","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","502","$490,000","1,524","2","3","","$1,013.00","64","","Andrea Sanchez","249666","",""
"1001","2635817","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","504","$614,888","2,108","3","4","","$1,399.00","25","","Jim R. Brooks","203473","",""
"1001","2584469","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","713","$495,000","1,638","2","3","","$1,072.00","206","","Dion Bennett","239218","",""
"1001","2602116","89123","A-ER","ONE LAS VEGAS","8255 Las Vegas BLVD","719","$649,000","2,108","3","4","","$1,345.00","152","","Tony Andree-Jansz","203244","",""
"1001","2638230","89158","A-ER","VEER CITYCENTER","3722 Las Vegas Boulevard S BLVD","2609","$700,000","891","1","1","","$1,006.00","18","","Eleanor Lee Riseman","221866","",""
"1001","2589373","89011","A-ER","LUNAD","29 Montelago BLVD","201","$639,000","1,204","2","2","","$1,244.00","201","","Sharla D. Scharpnick","215168","",""
"1001","2575602","89011","A-ER","LUNAD","29 Montelago BLVD","336","$204,900","479","0","1","","$515.00","253","","Angel Bothof","248745","",""
"1001","2622141","89011","A-ER","LUNAD","29 Montelago BLVD","407","$189,000","454","0","1","","$574.00","83","","Sarah C. Tadmor","237266","",""
"1001","2641387","89109","A-ER","TURNBERRY PLACE","2747 Paradise RD","1502","$1,250,000","2,805","3","3","","$1,400.00","4","","Alla Margaryan","243225","",""
"1001","2630725","89109","A-ER","TURNBERRY PLACE","2747 Paradise RD","1505","$755,000","1,556","2","2","","$977.00","48","","Lori L. Koentopp","225921","",""
"1001","2614122","89109","A-ER","TURNBERRY PLACE","2747 Paradise RD","1706","$698,888","1,712","2","2","","$1,080.00","111","","Sachie McQueen","234002","",""
"1001","2641642","89109","A-ER","TURNBERRY PLACE","2747 Paradise RD","2105","$735,000","1,556","2","2","","$978.00","1","","Jena McIntosh","200868","",""
"1001","2641195","89109","A-ER","TURNBERRY PLACE","2747 Paradise RD","2206","$727,000","1,712","2","2","","$1,017.00","5","","Krystel I. Vargas","241549","",""
"1001","2638819","89109","A-ER","TURNBERRY PLACE","2747 PARADISE RD","3801","$6,950,000","8,205","3","6","","$8,358.00","7","","Anthony Spiegel","240924","",""
"1001","2591501","89109","A-ER","TURNBERRY PLACE","2747 Paradise RD","404","$629,000","2,050","2","3","","$0.00","182","","Cristine Rosa Lefkowitz","203771","",""
"1001","2601450","89109","A-ER","TURNBERRY PLACE","2777 Paradise RD","1202","$600,000","1,595","2","2","","$934.00","152","","Camille A. Fagan","208938","",""
"1001","2627444","89109","A-ER","TURNBERRY PLACE","2777 Paradise RD","2305","$699,000","1,556","2","2","","$932.00","54","","Kareta Weese","240332","",""
"1001","2594420","89109","A-ER","TURNBERRY PLACE","2777 Paradise RD","3701","$6,400,000","5,609","3","5","","$3,098.00","182","","Joe R. DiRaffaele","005630","",""
"1001","2578732","89109","A-ER","TURNBERRY PLACE","2777 Paradise RD","3704","$5,500,000","6,421","3","5","","$3,257.00","232","","Avichai Dan Goor","219331","",""
"1001","2608405","89109","A-ER","TURNBERRY PLACE","2777 Paradise RD","502","$575,000","1,595","2","3","","$934.00","133","","Heather R. Keays","203866","",""
"1001","2614445","89109","A-ER","TURNBERRY PLACE","2777 Paradise RD","901","$629,000","1,595","2","3","","$936.00","109","","Jerry Masini","003897","",""
"1001","2607636","89109","A-ER","TURNBERRY PLACE","2857 Paradise RD","1901","$2,999,999","5,852","4","6","","$2,876.00","136","","Richard F. Acovino","251104","",""
"1001","2575988","89109","A-ER","TURNBERRY PLACE","2857 Paradise RD","2704","$2,300,000","4,103","3","5","","$2,153.00","246","","Cynthia L. Glickman","201484","",""
"1001","2616586","89109","A-ER","TURNBERRY PLACE","2877 Paradise RD","104","$839,900","2,050","2","3","","$1,295.00","104","","Tishara Cousino","211758","",""
"1001","2617691","89109","A-ER","TURNBERRY PLACE","2877 Paradise RD","1701","$2,455,000","5,609","3","5","","$3,261.00","97","","Anthony Spiegel","240924","",""
"1001","2616087","89109","A-ER","TURNBERRY PLACE","2877 Paradise RD","1804","$719,000","2,050","2","3","","$1,295.00","104","","Ran Tadmor","097046","",""
"1001","2572875","89109","A-ER","TURNBERRY PLACE","2877 Paradise RD","2704","$2,265,000","4,103","3","4","","$1,805.00","245","","Keith Lynam","515","",""
"1001","2606314","89109","A-ER","TURNBERRY PLACE","2877 Paradise RD","2803","$2,275,000","4,007","4","5","","$2,575.00","110","","Jena McIntosh","200868","",""
"1001","2611752","89109","A-ER","TURNBERRY PLACE","2877 Paradise RD","304","$649,000","2,050","2","3","","$1,295.00","120","","Heather R. Keays","203866","",""
"1001","2628667","89109","A-ER","TURNBERRY PLACE","2877 PARADISE RD","901","$1,070,000","2,805","3","3","","$1,650.00","57","","Jena McIntosh","200868","",""
"1001","2583856","89169","A-ER","CASABLANCA","725 North Royal Crest CIR","214","$189,990","1,371","2","2","","$590.00","194","","Lenny P. Zbinden","215893","",""
"1001","2621179","89169","A-ER","CASABLANCA","725 North Royal Crest CIR","227","$199,500","1,153","2","2","","$385.00","85","","Mary Mirica","240792","",""
"1001","2628512","89169","A-ER","CASABLANCA","725 North Royal Crest CIR","232","$190,000","1,263","3","2","","$590.00","55","","Mary Preheim","220680","",""
"1001","2608359","89169","A-ER","CASABLANCA","725 North Royal Crest CIR","236","$185,000","1,371","2","2","","$590.00","133","","Eric M. Halberg","240193","",""
